price,crime_rate,resid_area,air_qual,room_num,age,teachers,poor_prop,airport,n_hos_beds,n_hot_rooms,rainfall,waterbody_Encoded,avg_dist
48.3,0.28628359503792583,36.2,0.507,8.247,70.4,22.6,3.95,1,9.066,11.3864,23,0.0,3.6500000000000004
29.0,0.3701211373357089,36.2,0.507,6.726,66.5,22.6,8.05,1,9.88,13.232,32,1.0,3.6525
24.0,0.2855172308722697,36.2,0.507,6.086,61.5,22.6,10.88,1,9.18,14.192,57,0.0,3.6500000000000004
25.1,0.41909184102282127,36.2,0.507,6.631,76.5,22.6,9.54,1,9.402,15.2008,36,3.0,4.1475
31.5,0.4133208375737469,36.2,0.507,7.358,71.6,22.6,4.73,1,10.53,12.252,34,1.0,4.1475
23.7,0.07921775210662894,34.93,0.428,6.481,18.5,23.4,6.36,1,7.374,12.1896,48,3.0,6.1899999999999995
23.3,0.0884869544561993,34.93,0.428,6.606,42.2,23.4,7.37,0,5.566,15.1864,51,3.0,6.1899999999999995
27.0,0.10731959540732408,34.93,0.428,6.897,54.3,23.4,11.38,1,10.24,11.216,24,0.0,6.335000000000001
20.1,0.10085839631038274,34.93,0.428,6.095,65.1,23.4,12.4,0,8.302,13.1608,41,0.0,6.335
22.2,0.09794307432996417,34.93,0.428,6.358,52.9,23.4,11.22,1,6.044,10.1776,42,1.0,7.035
23.7,0.1200648747247548,34.93,0.428,6.393,7.8,23.4,5.19,1,7.374,15.1896,26,1.0,7.0375
17.6,0.1873754310966336,35.86,0.431,5.593,76.5,20.9,12.5,0,6.252,12.1408,42,0.0,7.955
18.5,0.17507033007976175,35.86,0.431,5.605,70.2,20.9,18.46,1,9.27,10.148,59,0.0,7.955
24.3,0.29254274024304827,35.86,0.431,6.108,34.9,20.9,9.16,1,7.086,11.1944,25,0.0,8.055
20.5,0.17945913062491262,35.86,0.431,6.226,79.2,20.9,10.15,0,9.81,12.164,31,1.0,8.055
24.5,0.15219734473840293,35.86,0.431,6.433,49.1,20.9,9.52,1,8.39,15.196,43,1.0,7.8275
26.2,0.17456656442088758,35.86,0.431,6.718,17.5,20.9,6.56,1,9.324,11.2096,39,0.0,7.824999999999999
24.4,0.13129138568117577,35.86,0.431,6.487,13.0,20.9,5.9,1,6.188,14.1952,38,1.0,7.3975
24.8,0.19399482498004614,35.86,0.431,6.438,8.9,20.9,3.59,0,10.296,12.1984,50,2.0,7.3975
29.6,0.07900524661995376,35.86,0.431,6.957,6.8,20.9,3.53,0,8.992,12.2368,57,3.0,8.905000000000001
42.8,0.31403671773445885,35.86,0.431,8.259,8.4,20.9,3.54,0,10.856,13.3424,53,1.0,8.9075
21.9,0.04706486717633031,33.64,0.392,6.108,32.0,23.6,6.57,0,6.538,12.1752,56,1.0,9.217500000000001
20.9,0.034865087326079354,33.64,0.392,5.876,19.1,23.6,9.25,0,7.818,15.1672,31,0.0,9.22
44.0,0.01526292666591232,33.75,0.394,7.454,34.2,24.1,3.11,0,6.68,13.352,38,1.0,6.335
50.0,0.47719024356009226,33.97,0.647,8.704,86.9,27.0,5.12,1,8.6,11.4,54,1.0,1.8025
36.0,0.508929827880027,33.97,0.647,7.333,100.0,27.0,7.79,1,8.02,15.288,58,1.0,1.8925000000000003
30.1,0.5047974910276488,33.97,0.647,6.842,100.0,27.0,6.9,1,7.302,11.2408,40,1.0,2.0125
33.8,0.43185384244606734,33.97,0.647,7.203,81.8,27.0,9.59,1,7.899767068273092,11.2704,21,2.0,2.1125
43.1,0.4279569267433913,33.97,0.647,7.52,89.4,27.0,7.26,1,6.662,11.3448,24,3.0,2.1375
48.8,0.4188024358799136,33.97,0.647,8.398,91.5,27.0,5.91,1,10.076,15.3904,24,1.0,2.2875
31.0,0.6017224426405978,33.97,0.647,7.327,94.5,27.0,11.25,1,5.72,11.248,60,0.0,2.08
36.5,0.43830009120173735,33.97,0.647,7.206,91.6,27.0,8.1,1,8.53,14.292,36,1.0,1.93
22.8,0.5662338402369981,33.97,0.647,5.56,62.8,27.0,10.45,0,7.456,13.1824,59,0.0,1.9850000000000003
30.7,0.5798104952209419,33.97,0.647,7.014,84.6,27.0,14.79,0,6.114,10.2456,41,1.0,2.1325
50.0,0.4563736618258476,33.97,0.575,8.297,67.0,27.0,7.44,1,8.0,15.4,42,0.0,2.42
43.5,0.43210703905458553,33.97,0.575,7.47,52.6,27.0,3.16,0,9.07,15.348,43,2.0,2.87
20.7,0.08677384878203838,36.96,0.464,5.92,61.5,21.4,13.65,0,10.414,14.1656,29,3.0,3.9175
21.1,0.261717901773971,36.96,0.464,5.856,42.1,21.4,13.0,1,6.222,15.1688,27,0.0,4.43
25.2,0.15023731832110337,36.96,0.464,6.24,16.3,21.4,6.59,0,6.604,10.2016,25,1.0,4.43
24.4,0.10849559615329896,36.96,0.464,6.538,58.7,21.4,7.73,1,8.488,13.1952,40,1.0,3.9175
35.2,0.20039065625483235,36.96,0.464,7.691,51.8,21.4,6.58,1,6.004,10.2816,39,1.0,4.3675
32.4,0.05490476516928601,36.41,0.447,6.758,32.9,22.4,3.53,0,10.648,12.2592,30,1.0,4.08
32.0,0.09170368421021308,36.41,0.447,6.854,42.8,22.4,2.98,1,8.84,12.256,23,1.0,4.2675
33.2,0.0995647526237456,36.41,0.447,7.267,49.0,22.4,6.05,0,8.564,11.2656,35,2.0,4.7875
33.1,0.05946630416666647,36.41,0.447,6.826,27.6,22.4,4.16,0,6.262,11.2648,21,1.0,4.8625
29.1,0.07675731668200712,36.41,0.447,6.482,32.1,22.4,7.19,1,6.282,10.2328,38,1.0,4.1375
35.1,0.19093435989217727,33.33,0.4429,6.812,32.2,25.1,4.85,0,9.602,12.2808,26,2.0,4.1
45.4,0.03515476607437538,33.33,0.4429,7.82,64.5,25.1,3.76,0,7.108,10.3632,50,0.0,4.695
35.4,0.036380144092750526,33.33,0.4429,6.968,37.2,25.1,4.59,1,8.508,14.2832,48,0.0,5.245
46.0,0.05948514933476605,33.33,0.4429,7.645,49.7,25.1,3.01,1,8.72,12.368,25,2.0,5.21
50.0,0.014898464661966622,31.21,0.401,7.923,24.8,26.4,3.16,1,8.7,13.4,20,2.0,5.885
32.2,0.009019204420159998,32.97,0.4,7.088,20.8,24.7,7.85,1,7.844,12.2576,30,3.0,7.307500000000001
22.0,0.010900374468288333,32.25,0.389,6.453,31.9,24.7,8.23,1,10.44,14.176,55,0.0,7.3075
20.1,0.019459431156219023,31.76,0.385,6.23,31.5,21.8,12.93,1,8.302,10.1608,39,0.0,9.0875
23.2,0.03797955862417438,35.32,0.405,6.209,31.3,23.4,7.14,1,9.964,14.1856,60,2.0,7.32
22.3,0.0448777587780855,35.32,0.405,6.315,45.6,23.4,7.6,0,5.846,12.1784,22,1.0,7.3175
24.8,0.04207241242184147,35.32,0.405,6.565,22.9,23.4,9.51,0,9.096,14.1984,60,0.0,7.3175
28.5,0.0344207502021303,34.95,0.411,6.861,27.9,20.8,3.33,1,8.07,11.228,53,1.0,5.1175
37.3,0.07590492808946418,34.95,0.411,7.148,27.7,20.8,3.56,1,8.146,10.2984,37,0.0,5.1175
27.9,0.03551192100135947,34.95,0.411,6.63,23.4,20.8,4.7,0,8.458,12.2232,37,1.0,5.1175
23.9,0.07941173942416178,43.92,0.437,6.127,18.4,24.0,8.58,1,7.278,14.1912,46,1.0,5.505
21.7,0.07880193823740346,43.92,0.437,6.009,42.3,24.0,10.4,0,8.834,11.1736,23,2.0,5.5025
28.6,0.12161568167655962,43.92,0.437,6.678,31.1,24.0,6.27,1,6.972,10.2288,44,1.0,5.96
27.1,0.05232676017776742,43.92,0.437,6.549,51.0,24.0,7.39,0,10.442,10.2168,26,0.0,5.9624999999999995
20.3,0.13193136325997015,43.92,0.437,5.79,58.0,24.0,15.84,1,7.606,11.1624,42,0.0,6.32
22.5,0.06265549936434223,32.24,0.4,6.345,20.1,25.2,4.97,0,9.45,13.18,48,2.0,7.8275
29.0,0.05411879888749596,32.24,0.4,7.041,10.0,25.2,4.74,1,7.98,11.232,36,2.0,7.829999999999999
24.8,0.04322231145326903,32.24,0.4,6.871,47.4,25.2,6.07,1,9.096,11.1984,29,1.0,7.827500000000001
22.0,0.034758850756454795,36.09,0.433,6.59,40.4,23.9,9.5,1,9.94,12.176,21,1.0,5.494999999999999
26.4,0.08861509035364626,36.09,0.433,6.495,18.4,23.9,8.67,1,7.928,11.2112,42,3.0,5.49
33.1,0.09531017980432493,36.09,0.433,6.982,17.7,23.9,4.86,0,8.262,14.2648,34,0.0,5.4925
36.1,0.053682936916184865,32.18,0.472,7.236,41.1,21.6,6.93,0,6.922,10.2888,55,1.0,4.0225
28.4,0.05334169498182321,32.18,0.472,6.616,58.1,21.6,8.93,0,6.568,15.2272,22,0.0,3.37
33.4,0.07234856816697781,32.18,0.472,7.42,71.9,21.6,6.47,1,10.668,12.2672,23,1.0,3.1
28.2,0.04814233532601417,32.18,0.472,6.849,70.3,21.6,7.53,1,10.464,12.2256,46,3.0,3.1825
22.8,0.4007741226200408,39.9,0.544,6.635,82.5,21.6,4.54,0,7.156,11.1824,31,1.0,3.3175
20.3,0.2996600492111879,39.9,0.544,5.972,76.7,21.6,9.97,1,10.106,11.1624,51,0.0,3.1025
16.1,1.290741151786282,39.9,0.544,4.973,37.8,21.6,12.64,0,7.322,11.1288,27,1.0,2.5175
22.1,0.582444643903983,39.9,0.544,6.122,52.8,21.6,5.98,1,8.242,15.1768,46,1.0,2.6375
19.4,0.2324520921057716,39.9,0.544,6.023,90.4,21.6,11.72,1,6.288,13.1552,26,0.0,2.8325
21.6,0.23852859229108628,39.9,0.544,6.266,82.8,21.6,7.9,1,8.832,14.1728,33,0.0,3.2624999999999997
23.8,0.3142266276738932,39.9,0.544,6.567,87.3,21.6,9.28,1,9.576,13.1904,56,2.0,3.6050000000000004
16.2,0.22598750344594104,39.9,0.544,5.705,77.7,21.6,11.5,0,6.724,12.1296,58,1.0,3.945
17.8,0.2763202709424078,39.9,0.544,5.914,83.2,21.6,18.33,0,7.256,12.1424,43,1.0,3.9975
19.8,0.21931222113316776,39.9,0.544,5.782,71.7,21.6,15.94,0,9.796,12.1584,50,1.0,4.035
23.1,0.33791405384588485,39.9,0.544,6.382,67.2,21.6,10.36,0,5.562,10.1848,53,0.0,3.5325
21.0,0.38897658310334066,39.9,0.544,6.113,58.8,21.6,12.73,0,10.32,12.168,36,3.0,4.0024999999999995
23.8,0.1549503599978226,37.38,0.493,6.426,52.3,20.4,7.2,1,6.776,13.1904,48,1.0,4.5425
23.1,0.16686098909834052,37.38,0.493,6.376,54.3,20.4,6.87,1,7.762,14.1848,40,2.0,4.54
20.4,0.3009486805521662,37.38,0.493,6.041,49.9,20.4,7.7,0,8.908,13.1632,40,0.0,4.7225
18.5,0.24991789803076367,37.38,0.493,5.708,74.3,20.4,11.74,1,6.57,15.148,25,0.0,4.72
25.0,0.2934827161414511,37.38,0.493,6.415,40.1,20.4,6.12,0,8.6,15.2,52,1.0,4.72
24.6,0.17551511208097648,37.38,0.493,6.431,14.7,20.4,5.08,0,7.992,15.1968,45,0.0,5.4175
23.0,0.26502993916684725,37.38,0.493,6.312,28.9,20.4,6.15,1,7.06,12.184,36,1.0,5.4175
22.2,0.21594167998346542,37.38,0.493,6.083,43.7,20.4,12.79,0,9.044,15.1776,27,0.0,5.415
19.3,0.06407278770058897,33.24,0.46,5.868,25.8,23.1,9.97,1,9.986,10.1544,35,2.0,5.217499999999999
22.6,0.06507587673618766,33.24,0.46,6.333,17.2,23.1,7.34,0,5.552,14.1808,53,0.0,5.215
19.8,0.044437849430568215,33.24,0.46,6.144,32.2,23.1,9.09,0,9.396,11.1584,26,1.0,5.875
17.1,0.049009187801052775,36.06,0.4379,5.706,28.4,23.1,12.43,0,6.742,14.1368,21,2.0,6.640000000000001
19.4,0.03407287033313533,36.06,0.4379,6.031,23.3,23.1,7.83,1,7.488,14.1552,22,0.0,6.640000000000001
22.2,0.049580328098150425,35.19,0.515,6.316,38.1,19.8,5.68,0,9.144,11.1776,34,0.0,6.4575000000000005
20.7,0.036698303782673684,35.19,0.515,6.31,38.5,19.8,6.75,1,7.514,15.1656,53,3.0,6.46
21.1,0.038845642823198155,35.19,0.515,6.037,34.5,19.8,8.01,1,8.922,14.1688,57,0.0,5.985
19.5,0.03369586385672555,35.19,0.515,5.869,46.3,19.8,9.8,0,10.09,15.156,53,1.0,5.23
18.5,0.029956781289803357,35.19,0.515,5.895,59.6,19.8,10.56,1,8.27,12.148,21,1.0,5.615
20.6,0.032525271703396925,35.19,0.515,6.059,37.3,19.8,8.51,1,8.112,14.1648,26,1.0,4.8125
19.0,0.05351233050476119,35.19,0.515,5.985,45.4,19.8,9.74,0,6.38,11.152,28,2.0,4.8125
18.7,0.059692422747982116,35.19,0.515,5.968,58.5,19.8,9.29,1,6.474,13.1496,20,0.0,4.8125
32.7,0.012926096886133642,31.52,0.442,7.241,49.3,24.5,5.49,1,6.254,13.2616,48,0.0,7.0375000000000005
16.5,0.024673100204884196,31.89,0.518,6.54,59.7,24.1,8.65,1,7.33,11.132,40,1.0,6.267499999999999
23.9,0.025112036814854896,33.78,0.484,6.696,56.4,22.4,7.18,1,8.978,15.1912,52,3.0,5.732500000000001
31.2,0.030034417274120925,33.78,0.484,6.874,28.1,22.4,4.61,0,10.624,11.2496,23,1.0,6.465000000000001
17.5,0.030655288259616963,34.39,0.442,6.014,48.5,21.2,10.53,1,7.15,13.14,26,2.0,8.0125
17.2,0.05979604334596573,34.39,0.442,5.898,52.3,21.2,12.67,0,6.044,13.1376,46,1.0,8.015
23.1,0.01852730461388356,34.15,0.429,6.516,27.7,22.1,6.36,1,8.162,12.1848,47,2.0,8.537499999999998
24.5,0.014898464661966622,32.01,0.435,6.635,29.7,23.0,5.99,1,6.29,13.196,45,0.0,8.3425
26.6,0.028577738631707397,31.25,0.429,6.939,34.5,20.3,5.89,1,5.632,11.2128,30,0.0,8.795
22.9,0.06025749561032615,31.25,0.429,6.49,44.4,20.3,5.98,0,7.258,15.1832,55,1.0,8.7925
24.1,0.0764979709727249,31.69,0.411,6.579,35.9,21.7,5.49,1,5.582,10.1928,45,1.0,10.712499999999999
18.6,0.06993642619916392,31.69,0.411,5.884,18.5,21.7,7.79,1,7.372,11.1488,50,1.0,10.7125
30.1,0.016945608726141773,32.02,0.41,6.728,36.1,23.0,4.5,1,6.102,12.2408,40,2.0,12.1275
18.2,0.04211076370038195,31.91,0.413,5.663,21.9,18.0,8.05,0,8.764,12.1456,34,0.0,10.585
20.6,0.101283214752084,31.91,0.413,5.936,19.5,18.0,5.57,0,9.312,13.1648,53,1.0,10.584999999999999
17.8,2.3008796395346813,48.1,0.77,6.212,97.4,19.8,17.6,0,5.956,14.1424,39,0.0,2.1225
21.7,1.578916847366148,48.1,0.77,6.395,91.0,19.8,13.27,0,7.034,13.1736,56,2.0,2.505
22.7,1.8248347351792473,48.1,0.77,6.127,83.4,19.8,11.48,0,6.354,15.1816,42,3.0,2.7225
22.6,1.6603800451716153,48.1,0.77,6.112,81.3,19.8,12.67,0,7.899767068273092,14.1808,26,2.0,2.5075000000000003
25.0,1.7123410111146564,48.1,0.77,6.398,88.0,19.8,7.79,0,8.8,10.2,37,0.0,2.5175
19.9,1.5762616149393935,48.1,0.77,6.251,91.1,19.8,14.19,1,8.898,13.1592,56,1.0,2.295
20.8,1.5429176957008952,48.1,0.77,5.362,96.2,19.8,10.19,0,8.016,14.1664,52,2.0,2.105
16.8,1.6529551515173315,48.1,0.77,5.803,89.0,19.8,14.64,1,9.736,15.1344,57,3.0,1.9049999999999998
21.9,1.4983454449272653,48.1,0.718,8.78,82.9,19.8,5.29,0,8.038,12.1752,26,1.0,1.9049999999999998
27.5,1.7148550264902072,48.1,0.718,3.561,87.9,19.8,7.12,1,8.05,12.22,51,1.0,1.6124999999999998
21.9,1.5469133618955864,48.1,0.718,4.963,91.4,19.8,14.0,0,10.238,14.1752,58,2.0,1.75
23.1,2.675678513070904,48.1,0.631,3.863,100.0,19.8,13.33,0,9.962,11.1848,24,2.0,1.5075
50.0,1.7746506104773532,48.1,0.631,4.97,100.0,19.8,3.26,0,9.7,13.4,41,1.0,1.3325
50.0,1.8976168614222872,48.1,0.631,6.683,96.8,19.8,3.73,1,6.7,15.4,58,1.0,1.355
50.0,2.020057712262034,48.1,0.631,7.016,97.5,19.8,2.96,1,10.1,12.4,46,0.0,1.2
50.0,2.3255493836278043,48.1,0.631,6.216,100.0,19.8,9.53,1,9.8,13.4,25,0.0,1.1700000000000002
50.0,2.226486679687524,48.1,0.668,5.875,89.6,19.8,8.88,1,10.8,12.4,57,0.0,1.1275
13.8,2.493874650127679,48.1,0.668,4.906,100.0,19.8,34.77,1,6.876,13.1104,56,0.0,1.175
13.8,2.970322153616776,48.1,0.668,4.138,100.0,19.8,37.97,0,7.076,13.1104,35,2.0,1.1375
15.0,3.0257327258266167,48.1,0.671,7.313,97.9,19.8,13.44,0,8.9,15.12,45,0.0,1.3175
13.9,2.7904286403681122,48.1,0.671,6.649,93.3,19.8,23.24,1,9.478,15.1112,26,0.0,1.345
13.3,2.381718772241792,48.1,0.671,6.794,98.8,19.8,21.24,1,6.066,14.1064,22,0.0,1.3575
13.1,3.204703875510067,48.1,0.671,6.38,96.2,19.8,23.69,1,9.262,14.1048,54,2.0,1.3850000000000002
10.2,2.937398463323919,48.1,0.671,6.223,100.0,19.8,21.78,0,7.904,11.0816,46,3.0,1.3875
10.4,4.4995451909142234,48.1,0.671,6.968,91.9,19.8,17.21,1,9.408,14.0832,21,0.0,1.4175
10.9,2.825797680570924,48.1,0.671,6.545,99.1,19.8,21.08,0,8.618,10.0872,60,3.0,1.5175
11.3,2.321114360892544,48.1,0.7,5.536,100.0,19.8,23.6,1,8.226,11.0904,46,1.0,1.5775
12.3,2.19638867250955,48.1,0.7,5.52,100.0,19.8,24.56,0,6.746,15.0984,41,2.0,1.535
8.8,3.04855714447919,48.1,0.7,4.368,91.2,19.8,30.63,0,5.676,14.0704,25,1.0,1.44
7.2,2.879861159011059,48.1,0.7,5.277,98.1,19.8,30.81,0,10.144,13.0576,36,3.0,1.4275000000000002
10.5,3.2345050497403935,48.1,0.7,4.652,100.0,19.8,28.28,1,7.71,15.084,34,1.0,1.4675
7.4,3.1611238231251,48.1,0.7,5.0,89.5,19.8,31.99,0,8.348,15.0592,54,3.0,1.52
10.2,2.730053020578551,48.1,0.7,4.88,100.0,19.8,30.62,0,6.104,10.0816,25,2.0,1.59
11.5,2.213944025142987,48.1,0.7,5.39,98.9,19.8,20.85,0,6.03,12.092,51,3.0,1.73
15.1,2.0746990638882306,48.1,0.7,5.713,97.0,19.8,17.11,1,9.702,11.1208,20,1.0,1.9250000000000003
23.2,1.8394458498493202,48.1,0.7,6.051,82.5,19.8,18.76,1,9.664,10.1856,53,1.0,2.17
9.7,2.531941305700138,48.1,0.7,5.036,97.0,19.8,25.68,0,5.494,14.0776,51,0.0,1.77
13.8,2.266414762688843,48.1,0.693,6.193,92.6,19.8,15.17,0,9.076,14.1104,55,1.0,1.7925
12.7,2.6644326359464867,48.1,0.693,5.887,94.7,19.8,16.35,0,6.754,15.1016,40,0.0,1.7825
13.1,2.273851200420946,48.1,0.693,6.471,98.8,19.8,17.12,0,5.762,15.1048,29,3.0,1.7249999999999999
12.5,1.9274624605576969,48.1,0.693,6.405,96.0,19.8,19.37,1,5.45,11.1,24,1.0,1.675
8.5,2.160101750967694,48.1,0.693,5.747,98.9,19.8,19.92,0,9.27,14.068,22,0.0,1.6349999999999998
5.0,3.672541717146316,48.1,0.693,5.453,100.0,19.8,30.59,0,9.3,13.04,26,2.0,1.49
6.3,2.390279986333144,48.1,0.693,5.852,77.8,19.8,29.97,0,6.726,14.0504,42,1.0,1.5
5.6,3.2598680448992714,48.1,0.693,5.987,100.0,19.8,26.77,1,9.212,11.0448,30,2.0,1.5899999999999999
7.2,2.7236741753351374,48.1,0.693,6.343,100.0,19.8,20.32,1,7.344,10.0576,50,0.0,1.575
12.1,2.360449202216868,48.1,0.693,6.404,100.0,19.8,20.31,0,5.442,14.0968,42,1.0,1.6375
8.3,3.250440381229692,48.1,0.693,5.349,96.0,19.8,19.77,1,7.899767068273092,15.0664,40,1.0,1.7025
8.5,3.7501908988370403,48.1,0.693,5.531,85.4,19.8,27.38,0,8.47,11.068,56,0.0,1.6075
5.0,4.232958019253417,48.1,0.693,5.683,100.0,19.8,22.98,1,7.3,14.04,38,1.0,1.425
11.9,3.0780585258000213,48.1,0.659,4.138,100.0,19.8,23.34,1,8.538,14.0952,53,1.0,1.1775
27.9,2.5611807266231144,48.1,0.659,5.608,100.0,19.8,12.13,1,6.658,13.2232,26,1.0,1.2874999999999999
17.2,2.1286946938918567,48.1,0.597,5.617,97.9,19.8,26.4,0,6.444,12.1376,25,1.0,1.455
27.5,2.736851434907838,48.1,0.597,6.852,100.0,19.8,19.78,1,7.65,14.22,57,2.0,1.4649999999999999
15.0,3.9538518529018067,48.1,0.597,5.757,100.0,19.8,10.11,0,9.6,11.12,52,1.0,1.4125
17.2,2.7114245017411593,48.1,0.597,6.657,100.0,19.8,21.22,0,9.644,14.1376,44,0.0,1.5274999999999999
17.9,2.9862373389921895,48.1,0.597,4.628,100.0,19.8,34.37,0,8.358,15.1432,40,0.0,1.555
16.3,3.3896577218278483,48.1,0.597,5.155,100.0,19.8,20.08,0,6.626,14.1304,58,1.0,1.5875000000000001
7.0,3.844730829794956,48.1,0.693,4.519,100.0,19.8,36.98,1,6.04,12.056,40,1.0,1.6575000000000002
7.2,2.9488817271093315,48.1,0.679,6.434,100.0,19.8,29.05,0,8.644,11.0576,59,0.0,1.835
7.5,2.4709936445680034,48.1,0.679,6.782,90.8,19.8,25.79,1,7.899767068273092,10.06,35,1.0,1.82
10.4,3.293634442449129,48.1,0.679,5.304,89.1,19.8,26.64,1,8.608,15.0832,60,3.0,1.65
8.8,4.3112567387853336,48.1,0.679,5.957,100.0,19.8,20.62,0,8.476,12.0704,52,0.0,1.8
8.4,2.5504056470206957,48.1,0.718,6.824,76.5,19.8,22.74,0,5.968,13.0672,26,0.0,1.7925
16.7,2.492163587735884,48.1,0.718,6.411,100.0,19.8,15.02,1,6.034,13.1336,48,3.0,1.8575
14.2,2.0822613123870632,48.1,0.718,6.006,95.3,19.8,15.7,0,8.284,10.1136,29,0.0,1.875
20.8,2.5686501932208596,48.1,0.614,5.648,87.6,19.8,14.1,0,8.916,11.1664,36,0.0,1.9525000000000001
13.4,2.085724263982504,48.1,0.614,6.103,85.1,19.8,23.29,0,8.268,46.19856,29,2.0,2.0225
11.7,2.2815779805968406,48.1,0.584,5.565,70.6,19.8,17.16,0,7.834,11.0936,57,0.0,2.065
8.3,2.8249617460097114,48.1,0.679,5.896,95.4,19.8,24.39,1,5.566,15.0664,51,2.0,1.9100000000000001
10.2,2.5837862093461372,48.1,0.584,5.837,59.7,19.8,15.69,0,9.104,14.0816,33,0.0,1.9975
10.9,3.6548546189770925,48.1,0.679,6.202,78.7,19.8,14.52,0,7.518,11.0872,42,2.0,1.8624999999999998
11.0,2.1243085441136205,48.1,0.679,6.193,78.1,19.8,21.52,1,8.52,12.088,45,1.0,1.9375000000000002
9.5,2.335912513221137,48.1,0.679,6.38,95.6,19.8,24.08,1,8.79,12.076,52,0.0,1.9674999999999998
14.5,2.2504630342235155,48.1,0.584,6.348,86.1,19.8,17.64,0,9.09,11.116,53,1.0,2.055
14.1,2.4035429310745737,48.1,0.584,6.833,94.3,19.8,19.69,1,6.682,14.1128,29,2.0,2.0875
16.1,2.0074150555763612,48.1,0.584,6.425,74.8,19.8,12.03,1,8.722,10.1288,42,0.0,2.2
14.3,1.8841973460987684,48.1,0.713,6.436,87.9,19.8,16.22,0,6.186,10.1144,46,3.0,2.3175
11.7,2.7022601376565687,48.1,0.713,6.208,95.0,19.8,15.17,0,7.834,11.0936,37,0.0,2.2225
13.4,2.498184770733843,48.1,0.74,6.629,94.6,19.8,23.27,0,10.168,12.1072,46,3.0,2.125
9.6,2.7357172474638767,48.1,0.74,6.461,93.3,19.8,18.05,1,6.092,10.0768,57,1.0,2.0
8.2,2.7836028435028815,48.1,0.74,6.152,100.0,19.8,26.45,0,9.864,11.0656,60,0.0,1.9125
8.4,2.6863565870169546,48.1,0.74,5.935,87.9,19.8,34.02,1,9.568,14.0672,57,0.0,1.82
12.8,2.340904438499074,48.1,0.74,5.627,93.9,19.8,22.88,1,8.456,15.1024,50,0.0,1.8175
10.5,3.137713490646716,48.1,0.74,5.818,92.4,19.8,22.11,0,7.41,12.084,38,0.0,1.8649999999999998
17.1,2.372501005014648,48.1,0.74,6.406,97.2,19.8,19.52,1,9.242,15.1368,58,3.0,2.0675
14.8,1.8970754838957269,48.1,0.74,6.219,100.0,19.8,16.59,0,7.096,14.1184,54,1.0,2.005
15.4,2.394848818884537,48.1,0.74,6.485,100.0,19.8,18.85,0,6.608,14.1232,21,1.0,1.9775
10.8,2.6248352449424797,48.1,0.74,5.854,96.6,19.8,23.79,0,5.516,12.0864,34,3.0,1.8974999999999997
11.8,2.457175676049689,48.1,0.74,6.459,94.8,19.8,23.98,1,5.336,12.0944,28,1.0,1.9875
14.9,1.9862387647413884,48.1,0.74,6.341,96.4,19.8,17.79,0,10.198,15.1192,41,0.0,2.0700000000000003
12.6,2.39104001091028,48.1,0.74,6.251,96.6,19.8,16.44,1,9.752,11.1008,37,0.0,2.1975
14.1,2.3349641863179325,48.1,0.713,6.185,98.7,19.8,18.13,1,9.082,13.1128,52,0.0,2.2600000000000002
13.0,2.143121491225277,48.1,0.713,6.417,98.3,19.8,19.31,1,8.06,12.104,27,0.0,2.1849999999999996
13.4,2.0435189836286223,48.1,0.713,6.749,92.6,19.8,17.44,1,9.068,13.1072,59,2.0,2.32
15.2,1.862705543083853,48.1,0.713,6.655,98.2,19.8,17.73,1,8.104,11.1216,41,0.0,2.355
16.1,1.8066759959463214,48.1,0.713,6.297,91.8,19.8,17.27,0,6.722,15.1288,21,0.0,2.3675
17.8,2.224417043716578,48.1,0.713,7.393,99.3,19.8,16.74,1,5.956,11.1424,42,1.0,2.4525
14.4,2.3526725106043593,48.1,0.713,6.728,94.1,19.8,18.71,0,5.888,14.1152,34,1.0,2.4975
14.1,1.749611943801969,48.1,0.713,6.525,86.5,19.8,18.13,0,7.782,14.1128,36,1.0,2.435
12.7,1.7349827472403847,48.1,0.713,5.976,87.9,19.8,19.01,0,7.154,15.1016,31,1.0,2.5799999999999996
13.5,2.219266525546099,48.1,0.713,5.936,80.3,19.8,16.94,0,8.87,13.108,46,0.0,2.7800000000000002
14.9,2.1693085250418154,48.1,0.713,6.301,83.7,19.8,16.23,0,5.598,15.1192,39,1.0,2.785
20.0,2.0542737224466707,48.1,0.713,6.081,84.4,19.8,14.7,1,5.4,14.16,27,2.0,2.7175
16.4,1.7599471129733726,48.1,0.713,6.701,90.0,19.8,16.42,1,9.428,12.1312,29,1.0,2.5974999999999997
17.7,1.546095475702301,48.1,0.713,6.376,88.4,19.8,14.65,1,9.854,13.1416,24,0.0,2.565
19.5,2.035348578369212,48.1,0.713,6.317,83.0,19.8,13.99,0,5.89,15.156,22,1.0,2.735
20.2,1.9200280793412094,48.1,0.713,6.513,89.9,19.8,10.29,1,8.804,15.1616,30,0.0,2.8025
21.4,2.1792099506138976,48.1,0.655,6.209,65.4,19.8,13.22,0,7.828,11.1712,55,3.0,2.9650000000000003
19.9,1.4263800846591763,48.1,0.655,5.759,48.2,19.8,14.13,0,9.998,12.1592,43,0.0,3.065
19.0,1.5633897854422463,48.1,0.655,5.952,84.7,19.8,17.15,1,8.38,10.152,21,0.0,2.8725
19.1,1.690516391203815,48.1,0.584,6.003,94.5,19.8,21.32,0,9.482,13.1528,21,3.0,2.54
